latitude,longitude,time,u_wind,relative_humidity
-8.181818181818187,-180.0,180.0,0.14218307111379944,60.0
-6.36363636363636,-180.0,180.0,0.1107355764856266,60.0
-4.545454545454547,-180.0,180.0,0.07917658051858587,60.0
-2.7272727272727337,-180.0,180.0,0.04753786044647425,60.0
-0.9090909090909065,-180.0,180.0,0.01585127377850467,60.0
0.9090909090909065,-180.0,180.0,-0.01585127377850467,60.0
2.7272727272727195,-180.0,180.0,-0.047537860446474,60.0
4.545454545454547,-180.0,180.0,-0.07917658051858587,60.0
6.36363636363636,-180.0,180.0,-0.1107355764856266,60.0
8.181818181818173,-180.0,180.0,-0.1421830711137992,60.0
10.0,-180.0,180.0,-0.17348739944170327,60.0
11.818181818181813,-180.0,180.0,-0.20461704066426648,60.0
13.636363636363626,-180.0,180.0,-0.2355406498715246,60.0
15.454545454545453,-180.0,180.0,-0.2662270896102883,60.0
17.272727272727266,-180.0,180.0,-0.2966454612369182,60.0
19.090909090909093,-180.0,180.0,-0.32676513602964175,60.0
20.909090909090907,-180.0,180.0,-0.3565557860290778,60.0
22.72727272727272,-180.0,180.0,-0.3859874145759222,60.0
24.545454545454547,-180.0,180.0,-0.4150303865150411,60.0
26.36363636363636,-180.0,180.0,-0.4436554580355585,60.0
28.181818181818173,-180.0,180.0,-0.47183380611689696,60.0
30.0,-180.0,180.0,-0.49953705755111494,60.0
31.818181818181813,-180.0,180.0,-0.526737317512322,60.0
33.636363636363626,-180.0,180.0,-0.5534071976444047,60.0
35.45454545454545,-180.0,180.0,-0.579519843638779,60.0
37.272727272727266,-180.0,180.0,-0.6050489622744025,60.0
39.09090909090909,-180.0,180.0,-0.6299688478928203,60.0
40.90909090909091,-180.0,180.0,-0.6542544082815825,60.0
42.72727272727272,-180.0,180.0,-0.6778811899399766,60.0
44.54545454545453,-180.0,180.0,-0.7008254027016291,60.0
46.363636363636346,-180.0,180.0,-0.7230639436891865,60.0
48.18181818181819,-180.0,180.0,-0.7445744205769553,60.0
50.0,-180.0,180.0,-0.7653351741380737,60.0
51.81818181818181,-180.0,180.0,-0.7853253000535199,60.0
53.636363636363626,-180.0,180.0,-0.8045246699609874,60.0
55.45454545454544,-180.0,180.0,-0.8229139517224401,60.0
57.27272727272728,-180.0,180.0,-0.8404746288899374,60.0
59.09090909090909,-180.0,180.0,-0.8571890193501256,60.0
60.90909090909091,-180.0,180.0,-0.8730402931286302,60.0
62.72727272727272,-180.0,180.0,-0.8880124893364112,60.0
64.54545454545453,-180.0,180.0,-0.9020905322410258,60.0
66.36363636363635,-180.0,180.0,-0.9152602464466137,60.0
68.18181818181819,-180.0,180.0,-0.9275083711673191,60.0
70.0,-180.0,180.0,-0.9388225735797768,60.0
71.81818181818181,-180.0,180.0,-0.9491914612412218,60.0
73.63636363636363,-180.0,180.0,-0.9586045935607115,60.0
75.45454545454544,-180.0,180.0,-0.9670524923119176,60.0
77.27272727272728,-180.0,180.0,-0.9745266511768951,60.0
79.0909090909091,-180.0,180.0,-0.9810195443112244,60.0
80.9090909090909,-180.0,180.0,-0.986524633921898,60.0
82.72727272727272,-180.0,180.0,-0.9910363768503249,60.0
84.54545454545453,-180.0,180.0,-0.99455023015382,60.0
86.36363636363635,-180.0,180.0,-0.9970626556799634,60.0
88.18181818181819,-180.0,180.0,-0.9985711236292195,60.0
90.0,-180.0,180.0,-0.9990741151022301,60.0
-90.0,-176.36363636363637,180.0,0.9990741151022301,59.945427227009496
-88.18181818181819,-176.36363636363637,180.0,0.9985711236292195,59.945427227009496
-86.36363636363636,-176.36363636363637,180.0,0.9970626556799635,59.945427227009496
-84.54545454545455,-176.36363636363637,180.0,0.9945502301538202,59.945427227009496
-82.72727272727273,-176.36363636363637,180.0,0.991036376850325,59.945427227009496
-80.9090909090909,-176.36363636363637,180.0,0.986524633921898,59.945427227009496
-79.0909090909091,-176.36363636363637,180.0,0.9810195443112244,59.945427227009496
-77.27272727272728,-176.36363636363637,180.0,0.9745266511768951,59.945427227009496
-75.45454545454545,-176.36363636363637,180.0,0.9670524923119176,59.945427227009496
-73.63636363636364,-176.36363636363637,180.0,0.9586045935607116,59.945427227009496
-71.81818181818181,-176.36363636363637,180.0,0.9491914612412218,59.945427227009496
-70.0,-176.36363636363637,180.0,0.9388225735797768,59.945427227009496
-68.18181818181819,-176.36363636363637,180.0,0.9275083711673191,59.945427227009496
-66.36363636363636,-176.36363636363637,180.0,0.9152602464466139,59.945427227009496
-64.54545454545455,-176.36363636363637,180.0,0.9020905322410259,59.945427227009496
-62.72727272727273,-176.36363636363637,180.0,0.8880124893364112,59.945427227009496
-60.90909090909091,-176.36363636363637,180.0,0.8730402931286302,59.945427227009496
-59.09090909090909,-176.36363636363637,180.0,0.8571890193501256,59.945427227009496
-57.27272727272727,-176.36363636363637,180.0,0.8404746288899373,59.945427227009496
-55.45454545454545,-176.36363636363637,180.0,0.8229139517224402,59.945427227009496
-53.63636363636364,-176.36363636363637,180.0,0.8045246699609875,59.945427227009496
-51.81818181818182,-176.36363636363637,180.0,0.78532530005352,59.945427227009496
-50.0,-176.36363636363637,180.0,0.7653351741380737,59.945427227009496
-48.18181818181818,-176.36363636363637,180.0,0.7445744205769552,59.945427227009496
-46.36363636363637,-176.36363636363637,180.0,0.7230639436891867,59.945427227009496
-44.54545454545455,-176.36363636363637,180.0,0.7008254027016292,59.945427227009496
-42.72727272727273,-176.36363636363637,180.0,0.6778811899399767,59.945427227009496
-40.909090909090914,-176.36363636363637,180.0,0.6542544082815825,59.945427227009496
-39.09090909090909,-176.36363636363637,180.0,0.6299688478928203,59.945427227009496
-37.27272727272727,-176.36363636363637,180.0,0.6050489622744026,59.945427227009496
-35.45454545454545,-176.36363636363637,180.0,0.579519843638779,59.945427227009496
-33.63636363636364,-176.36363636363637,180.0,0.5534071976444049,59.945427227009496
-31.81818181818182,-176.36363636363637,180.0,0.5267373175123221,59.945427227009496
-30.0,-176.36363636363637,180.0,0.49953705755111494,59.945427227009496
-28.181818181818187,-176.36363636363637,180.0,0.4718338061168971,59.945427227009496
-26.363636363636367,-176.36363636363637,180.0,0.44365545803555867,59.945427227009496
-24.545454545454547,-176.36363636363637,180.0,0.4150303865150411,59.945427227009496
-22.727272727272734,-176.36363636363637,180.0,0.38598741457592245,59.945427227009496
-20.909090909090907,-176.36363636363637,180.0,0.3565557860290778,59.945427227009496
-19.090909090909093,-176.36363636363637,180.0,0.32676513602964175,59.945427227009496
-17.27272727272728,-176.36363636363637,180.0,0.2966454612369185,59.945427227009496
-15.454545454545453,-176.36363636363637,180.0,0.2662270896102883,59.945427227009496
-13.63636363636364,-176.36363636363637,180.0,0.23554064987152482,59.945427227009496
-11.818181818181827,-176.36363636363637,180.0,0.20461704066426672,59.945427227009496
-10.0,-176.36363636363637,180.0,0.17348739944170327,59.945427227009496
-8.181818181818187,-176.36363636363637,180.0,0.14218307111379944,59.945427227009496
-6.36363636363636,-176.36363636363637,180.0,0.1107355764856266,59.945427227009496
-4.545454545454547,-176.36363636363637,180.0,0.07917658051858587,59.945427227009496
-2.7272727272727337,-176.36363636363637,180.0,0.04753786044647425,59.945427227009496
-0.9090909090909065,-176.36363636363637,180.0,0.01585127377850467,59.945427227009496
0.9090909090909065,-176.36363636363637,180.0,-0.01585127377850467,59.945427227009496
2.7272727272727195,-176.36363636363637,180.0,-0.047537860446474,59.945427227009496
4.545454545454547,-176.36363636363637,180.0,-0.07917658051858587,59.945427227009496
6.36363636363636,-176.36363636363637,180.0,-0.1107355764856266,59.945427227009496
8.181818181818173,-176.36363636363637,180.0,-0.1421830711137992,59.945427227009496
10.0,-176.36363636363637,180.0,-0.17348739944170327,59.945427227009496
11.818181818181813,-176.36363636363637,180.0,-0.20461704066426648,59.945427227009496
13.636363636363626,-176.36363636363637,180.0,-0.2355406498715246,59.945427227009496
15.454545454545453,-176.36363636363637,180.0,-0.2662270896102883,59.945427227009496
17.272727272727266,-176.36363636363637,180.0,-0.2966454612369182,59.945427227009496
19.090909090909093,-176.36363636363637,180.0,-0.32676513602964175,59.945427227009496
20.909090909090907,-176.36363636363637,180.0,-0.3565557860290778,59.945427227009496
22.72727272727272,-176.36363636363637,180.0,-0.3859874145759222,59.945427227009496
24.545454545454547,-176.36363636363637,180.0,-0.4150303865150411,59.945427227009496
26.36363636363636,-176.36363636363637,180.0,-0.4436554580355585,59.945427227009496
28.181818181818173,-176.36363636363637,180.0,-0.47183380611689696,59.945427227009496
30.0,-176.36363636363637,180.0,-0.49953705755111494,59.945427227009496
31.818181818181813,-176.36363636363637,180.0,-0.526737317512322,59.945427227009496
33.636363636363626,-176.36363636363637,180.0,-0.5534071976444047,59.945427227009496
35.45454545454545,-176.36363636363637,180.0,-0.579519843638779,59.945427227009496
37.272727272727266,-176.36363636363637,180.0,-0.6050489622744025,59.945427227009496
39.09090909090909,-176.36363636363637,180.0,-0.6299688478928203,59.945427227009496
40.90909090909091,-176.36363636363637,180.0,-0.6542544082815825,59.945427227009496
42.72727272727272,-176.36363636363637,180.0,-0.6778811899399766,59.945427227009496
44.54545454545453,-176.36363636363637,180.0,-0.7008254027016291,59.945427227009496
46.363636363636346,-176.36363636363637,180.0,-0.7230639436891865,59.945427227009496
48.18181818181819,-176.36363636363637,180.0,-0.7445744205769553,59.945427227009496
50.0,-176.36363636363637,180.0,-0.7653351741380737,59.945427227009496
51.81818181818181,-176.36363636363637,180.0,-0.7853253000535199,59.945427227009496
53.636363636363626,-176.36363636363637,180.0,-0.8045246699609874,59.945427227009496
55.45454545454544,-176.36363636363637,180.0,-0.8229139517224401,59.945427227009496
57.27272727272728,-176.36363636363637,180.0,-0.8404746288899374,59.945427227009496
59.09090909090909,-176.36363636363637,180.0,-0.8571890193501256,59.945427227009496
60.90909090909091,-176.36363636363637,180.0,-0.8730402931286302,59.945427227009496
62.72727272727272,-176.36363636363637,180.0,-0.8880124893364112,59.945427227009496
64.54545454545453,-176.36363636363637,180.0,-0.9020905322410258,59.945427227009496
66.36363636363635,-176.36363636363637,180.0,-0.9152602464466137,59.945427227009496
68.18181818181819,-176.36363636363637,180.0,-0.9275083711673191,59.945427227009496
70.0,-176.36363636363637,180.0,-0.9388225735797768,59.945427227009496
71.81818181818181,-176.36363636363637,180.0,-0.9491914612412218,59.945427227009496
73.63636363636363,-176.36363636363637,180.0,-0.9586045935607115,59.945427227009496
75.45454545454544,-176.36363636363637,180.0,-0.9670524923119176,59.945427227009496
77.27272727272728,-176.36363636363637,180.0,-0.9745266511768951,59.945427227009496
79.0909090909091,-176.36363636363637,180.0,-0.9810195443112244,59.945427227009496
80.9090909090909,-176.36363636363637,180.0,-0.986524633921898,59.945427227009496
82.72727272727272,-176.36363636363637,180.0,-0.9910363768503249,59.945427227009496
84.54545454545453,-176.36363636363637,180.0,-0.99455023015382,59.945427227009496
86.36363636363635,-176.36363636363637,180.0,-0.9970626556799634,59.945427227009496
88.18181818181819,-176.36363636363637,180.0,-0.9985711236292195,59.945427227009496
90.0,-176.36363636363637,180.0,-0.9990741151022301,59.945427227009496
-90.0,-172.72727272727272,180.0,0.9990741151022301,59.8910741993147
-88.18181818181819,-172.72727272727272,180.0,0.9985711236292195,59.8910741993147
-86.36363636363636,-172.72727272727272,180.0,0.9970626556799635,59.8910741993147
-84.54545454545455,-172.72727272727272,180.0,0.9945502301538202,59.8910741993147
-82.72727272727273,-172.72727272727272,180.0,0.991036376850325,59.8910741993147
-80.9090909090909,-172.72727272727272,180.0,0.986524633921898,59.8910741993147
-79.0909090909091,-172.72727272727272,180.0,0.9810195443112244,59.8910741993147
-77.27272727272728,-172.72727272727272,180.0,0.9745266511768951,59.8910741993147
-75.45454545454545,-172.72727272727272,180.0,0.9670524923119176,59.8910741993147
-73.63636363636364,-172.72727272727272,180.0,0.9586045935607116,59.8910741993147
-71.81818181818181,-172.72727272727272,180.0,0.9491914612412218,59.8910741993147
-70.0,-172.72727272727272,180.0,0.9388225735797768,59.8910741993147
-68.18181818181819,-172.72727272727272,180.0,0.9275083711673191,59.8910741993147
-66.36363636363636,-172.72727272727272,180.0,0.9152602464466139,59.8910741993147
-64.54545454545455,-172.72727272727272,180.0,0.9020905322410259,59.8910741993147
-62.72727272727273,-172.72727272727272,180.0,0.8880124893364112,59.8910741993147
-60.90909090909091,-172.72727272727272,180.0,0.8730402931286302,59.8910741993147
-59.09090909090909,-172.72727272727272,180.0,0.8571890193501256,59.8910741993147
-57.27272727272727,-172.72727272727272,180.0,0.8404746288899373,59.8910741993147
-55.45454545454545,-172.72727272727272,180.0,0.8229139517224402,59.8910741993147
-53.63636363636364,-172.72727272727272,180.0,0.8045246699609875,59.8910741993147
-51.81818181818182,-172.72727272727272,180.0,0.78532530005352,59.8910741993147
-50.0,-172.72727272727272,180.0,0.7653351741380737,59.8910741993147
-48.18181818181818,-172.72727272727272,180.0,0.7445744205769552,59.8910741993147
-46.36363636363637,-172.72727272727272,180.0,0.7230639436891867,59.8910741993147
-44.54545454545455,-172.72727272727272,180.0,0.7008254027016292,59.8910741993147
-42.72727272727273,-172.72727272727272,180.0,0.6778811899399767,59.8910741993147
-40.909090909090914,-172.72727272727272,180.0,0.6542544082815825,59.8910741993147
-39.09090909090909,-172.72727272727272,180.0,0.6299688478928203,59.8910741993147
-37.27272727272727,-172.72727272727272,180.0,0.6050489622744026,59.8910741993147
-35.45454545454545,-172.72727272727272,180.0,0.579519843638779,59.8910741993147
-33.63636363636364,-172.72727272727272,180.0,0.5534071976444049,59.8910741993147
-31.81818181818182,-172.72727272727272,180.0,0.5267373175123221,59.8910741993147
-30.0,-172.72727272727272,180.0,0.49953705755111494,59.8910741993147
-28.181818181818187,-172.72727272727272,180.0,0.4718338061168971,59.8910741993147
-26.363636363636367,-172.72727272727272,180.0,0.44365545803555867,59.8910741993147
-24.545454545454547,-172.72727272727272,180.0,0.4150303865150411,59.8910741993147
-22.727272727272734,-172.72727272727272,180.0,0.38598741457592245,59.8910741993147
-20.909090909090907,-172.72727272727272,180.0,0.3565557860290778,59.8910741993147
-19.090909090909093,-172.72727272727272,180.0,0.32676513602964175,59.8910741993147
-17.27272727272728,-172.72727272727272,180.0,0.2966454612369185,59.8910741993147
-15.454545454545453,-172.72727272727272,180.0,0.2662270896102883,59.8910741993147
-13.63636363636364,-172.72727272727272,180.0,0.23554064987152482,59.8910741993147
-11.818181818181827,-172.72727272727272,180.0,0.20461704066426672,59.8910741993147
-10.0,-172.72727272727272,180.0,0.17348739944170327,59.8910741993147
-8.181818181818187,-172.72727272727272,180.0,0.14218307111379944,59.8910741993147
-6.36363636363636,-172.72727272727272,180.0,0.1107355764856266,59.8910741993147
-4.545454545454547,-172.72727272727272,180.0,0.07917658051858587,59.8910741993147
-2.7272727272727337,-172.72727272727272,180.0,0.04753786044647425,59.8910741993147
-0.9090909090909065,-172.72727272727272,180.0,0.01585127377850467,59.8910741993147
0.9090909090909065,-172.72727272727272,180.0,-0.01585127377850467,59.8910741993147
2.7272727272727195,-172.72727272727272,180.0,-0.047537860446474,59.8910741993147
4.545454545454547,-172.72727272727272,180.0,-0.07917658051858587,59.8910741993147
6.36363636363636,-172.72727272727272,180.0,-0.1107355764856266,59.8910741993147
8.181818181818173,-172.72727272727272,180.0,-0.1421830711137992,59.8910741993147
10.0,-172.72727272727272,180.0,-0.17348739944170327,59.8910741993147
11.818181818181813,-172.72727272727272,180.0,-0.20461704066426648,59.8910741993147
13.636363636363626,-172.72727272727272,180.0,-0.2355406498715246,59.8910741993147
15.454545454545453,-172.72727272727272,180.0,-0.2662270896102883,59.8910741993147
17.272727272727266,-172.72727272727272,180.0,-0.2966454612369182,59.8910741993147
19.090909090909093,-172.72727272727272,180.0,-0.32676513602964175,59.8910741993147
20.909090909090907,-172.72727272727272,180.0,-0.3565557860290778,59.8910741993147
22.72727272727272,-172.72727272727272,180.0,-0.3859874145759222,59.8910741993147
24.545454545454547,-172.72727272727272,180.0,-0.4150303865150411,59.8910741993147
26.36363636363636,-172.72727272727272,180.0,-0.4436554580355585,59.8910741993147
28.181818181818173,-172.72727272727272,180.0,-0.47183380611689696,59.8910741993147
30.0,-172.72727272727272,180.0,-0.49953705755111494,59.8910741993147
31.818181818181813,-172.72727272727272,180.0,-0.526737317512322,59.8910741993147
33.636363636363626,-172.72727272727272,180.0,-0.5534071976444047,59.8910741993147
35.45454545454545,-172.72727272727272,180.0,-0.579519843638779,59.8910741993147
37.272727272727266,-172.72727272727272,180.0,-0.6050489622744025,59.8910741993147
39.09090909090909,-172.72727272727272,180.0,-0.6299688478928203,59.8910741993147
40.90909090909091,-172.72727272727272,180.0,-0.6542544082815825,59.8910741993147
42.72727272727272,-172.72727272727272,180.0,-0.6778811899399766,59.8910741993147
44.54545454545453,-172.72727272727272,180.0,-0.7008254027016291,59.8910741993147
46.363636363636346,-172.72727272727272,180.0,-0.7230639436891865,59.8910741993147
48.18181818181819,-172.72727272727272,180.0,-0.7445744205769553,59.8910741993147
50.0,-172.72727272727272,180.0,-0.7653351741380737,59.8910741993147
51.81818181818181,-172.72727272727272,180.0,-0.7853253000535199,59.8910741993147
53.636363636363626,-172.72727272727272,180.0,-0.8045246699609874,59.8910741993147
55.45454545454544,-172.72727272727272,180.0,-0.8229139517224401,59.8910741993147
57.27272727272728,-172.72727272727272,180.0,-0.8404746288899374,59.8910741993147
59.09090909090909,-172.72727272727272,180.0,-0.8571890193501256,59.8910741993147
60.90909090909091,-172.72727272727272,180.0,-0.8730402931286302,59.8910741993147
62.72727272727272,-172.72727272727272,180.0,-0.8880124893364112,59.8910741993147
64.54545454545453,-172.72727272727272,180.0,-0.9020905322410258,59.8910741993147
66.36363636363635,-172.72727272727272,180.0,-0.9152602464466137,59.8910741993147
68.18181818181819,-172.72727272727272,180.0,-0.9275083711673191,59.8910741993147
70.0,-172.72727272727272,180.0,-0.9388225735797768,59.8910741993147
71.81818181818181,-172.72727272727272,180.0,-0.9491914612412218,59.8910741993147
73.63636363636363,-172.72727272727272,180.0,-0.9586045935607115,59.8910741993147
75.45454545454544,-172.72727272727272,180.0,-0.9670524923119176,59.8910741993147
77.27272727272728,-172.72727272727272,180.0,-0.9745266511768951,59.8910741993147
79.0909090909091,-172.72727272727272,180.0,-0.9810195443112244,59.8910741993147
80.9090909090909,-172.72727272727272,180.0,-0.986524633921898,59.8910741993147
82.72727272727272,-172.72727272727272,180.0,-0.9910363768503249,59.8910741993147
84.54545454545453,-172.72727272727272,180.0,-0.99455023015382,59.8910741993147
86.36363636363635,-172.72727272727272,180.0,-0.9970626556799634,59.8910741993147
88.18181818181819,-172.72727272727272,180.0,-0.9985711236292195,59.8910741993147
90.0,-172.72727272727272,180.0,-0.9990741151022301,59.8910741993147
-90.0,-169.0909090909091,180.0,0.9990741151022301,59.83715977737458
-88.18181818181819,-169.0909090909091,180.0,0.9985711236292195,59.83715977737458
-86.36363636363636,-169.0909090909091,180.0,0.9970626556799635,59.83715977737458
-84.54545454545455,-169.0909090909091,180.0,0.9945502301538202,59.83715977737458
-82.72727272727273,-169.0909090909091,180.0,0.991036376850325,59.83715977737458
-80.9090909090909,-169.0909090909091,180.0,0.986524633921898,59.83715977737458
-79.0909090909091,-169.0909090909091,180.0,0.9810195443112244,59.83715977737458
-77.27272727272728,-169.0909090909091,180.0,0.9745266511768951,59.83715977737458
-75.45454545454545,-169.0909090909091,180.0,0.9670524923119176,59.83715977737458
-73.63636363636364,-169.0909090909091,180.0,0.9586045935607116,59.83715977737458
-71.81818181818181,-169.0909090909091,180.0,0.9491914612412218,59.83715977737458
-70.0,-169.0909090909091,180.0,0.9388225735797768,59.83715977737458
-68.18181818181819,-169.0909090909091,180.0,0.9275083711673191,59.83715977737458
-66.36363636363636,-169.0909090909091,180.0,0.9152602464466139,59.83715977737458
-64.54545454545455,-169.0909090909091,180.0,0.9020905322410259,59.83715977737458
-62.72727272727273,-169.0909090909091,180.0,0.8880124893364112,59.83715977737458
-60.90909090909091,-169.0909090909091,180.0,0.8730402931286302,59.83715977737458
-59.09090909090909,-169.0909090909091,180.0,0.8571890193501256,59.83715977737458
-57.27272727272727,-169.0909090909091,180.0,0.8404746288899373,59.83715977737458
-55.45454545454545,-169.0909090909091,180.0,0.8229139517224402,59.83715977737458
-53.63636363636364,-169.0909090909091,180.0,0.8045246699609875,59.83715977737458
-51.81818181818182,-169.0909090909091,180.0,0.78532530005352,59.83715977737458
-50.0,-169.0909090909091,180.0,0.7653351741380737,59.83715977737458
-48.18181818181818,-169.0909090909091,180.0,0.7445744205769552,59.83715977737458
-46.36363636363637,-169.0909090909091,180.0,0.7230639436891867,59.83715977737458
-44.54545454545455,-169.0909090909091,180.0,0.7008254027016292,59.83715977737458
-42.72727272727273,-169.0909090909091,180.0,0.6778811899399767,59.83715977737458
-40.909090909090914,-169.0909090909091,180.0,0.6542544082815825,59.83715977737458
-39.09090909090909,-169.0909090909091,180.0,0.6299688478928203,59.83715977737458
-37.27272727272727,-169.0909090909091,180.0,0.6050489622744026,59.83715977737458
-35.45454545454545,-169.0909090909091,180.0,0.579519843638779,59.83715977737458
-33.63636363636364,-169.0909090909091,180.0,0.5534071976444049,59.83715977737458
-31.81818181818182,-169.0909090909091,180.0,0.5267373175123221,59.83715977737458
-30.0,-169.0909090909091,180.0,0.49953705755111494,59.83715977737458
-28.181818181818187,-169.0909090909091,180.0,0.4718338061168971,59.83715977737458
-26.363636363636367,-169.0909090909091,180.0,0.44365545803555867,59.83715977737458
-24.545454545454547,-169.0909090909091,180.0,0.4150303865150411,59.83715977737458
-22.727272727272734,-169.0909090909091,180.0,0.38598741457592245,59.83715977737458
-20.909090909090907,-169.0909090909091,180.0,0.3565557860290778,59.83715977737458
-19.090909090909093,-169.0909090909091,180.0,0.32676513602964175,59.83715977737458
-17.27272727272728,-169.0909090909091,180.0,0.2966454612369185,59.83715977737458
-15.454545454545453,-169.0909090909091,180.0,0.2662270896102883,59.83715977737458
-13.63636363636364,-169.0909090909091,180.0,0.23554064987152482,59.83715977737458
-11.818181818181827,-169.0909090909091,180.0,0.20461704066426672,59.83715977737458
-10.0,-169.0909090909091,180.0,0.17348739944170327,59.83715977737458
-8.181818181818187,-169.0909090909091,180.0,0.14218307111379944,59.83715977737458
-6.36363636363636,-169.0909090909091,180.0,0.1107355764856266,59.83715977737458
-4.545454545454547,-169.0909090909091,180.0,0.07917658051858587,59.83715977737458
-2.7272727272727337,-169.0909090909091,180.0,0.04753786044647425,59.83715977737458
-0.9090909090909065,-169.0909090909091,180.0,0.01585127377850467,59.83715977737458
0.9090909090909065,-169.0909090909091,180.0,-0.01585127377850467,59.83715977737458
2.7272727272727195,-169.0909090909091,180.0,-0.047537860446474,59.83715977737458
4.545454545454547,-169.0909090909091,180.0,-0.07917658051858587,59.83715977737458
6.36363636363636,-169.0909090909091,180.0,-0.1107355764856266,59.83715977737458
8.181818181818173,-169.0909090909091,180.0,-0.1421830711137992,59.83715977737458
10.0,-169.0909090909091,180.0,-0.17348739944170327,59.83715977737458
11.818181818181813,-169.0909090909091,180.0,-0.20461704066426648,59.83715977737458
13.636363636363626,-169.0909090909091,180.0,-0.2355406498715246,59.83715977737458
15.454545454545453,-169.0909090909091,180.0,-0.2662270896102883,59.83715977737458
17.272727272727266,-169.0909090909091,180.0,-0.2966454612369182,59.83715977737458
19.090909090909093,-169.0909090909091,180.0,-0.32676513602964175,59.83715977737458
20.909090909090907,-169.0909090909091,180.0,-0.3565557860290778,59.83715977737458
22.72727272727272,-169.0909090909091,180.0,-0.3859874145759222,59.83715977737458
24.545454545454547,-169.0909090909091,180.0,-0.4150303865150411,59.83715977737458
26.36363636363636,-169.0909090909091,180.0,-0.4436554580355585,59.83715977737458
28.181818181818173,-169.0909090909091,180.0,-0.47183380611689696,59.83715977737458
30.0,-169.0909090909091,180.0,-0.49953705755111494,59.83715977737458
31.818181818181813,-169.0909090909091,180.0,-0.526737317512322,59.83715977737458
33.636363636363626,-169.0909090909091,180.0,-0.5534071976444047,59.83715977737458
35.45454545454545,-169.0909090909091,180.0,-0.579519843638779,59.83715977737458
37.272727272727266,-169.0909090909091,180.0,-0.6050489622744025,59.83715977737458
39.09090909090909,-169.0909090909091,180.0,-0.6299688478928203,59.83715977737458
40.90909090909091,-169.0909090909091,180.0,-0.6542544082815825,59.83715977737458
42.72727272727272,-169.0909090909091,180.0,-0.6778811899399766,59.83715977737458
44.54545454545453,-169.0909090909091,180.0,-0.7008254027016291,59.83715977737458
46.363636363636346,-169.0909090909091,180.0,-0.7230639436891865,59.83715977737458
48.18181818181819,-169.0909090909091,180.0,-0.7445744205769553,59.83715977737458
50.0,-169.0909090909091,180.0,-0.7653351741380737,59.83715977737458
51.81818181818181,-169.0909090909091,180.0,-0.7853253000535199,59.83715977737458
53.636363636363626,-169.0909090909091,180.0,-0.8045246699609874,59.83715977737458
55.45454545454544,-169.0909090909091,180.0,-0.8229139517224401,59.83715977737458
57.27272727272728,-169.0909090909091,180.0,-0.8404746288899374,59.83715977737458
